id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenceType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,karstlink:documentType,rdfs:label,dct:subject,dc:langage,gn:countryCode,dct:date,dct:format,dct:identifier,dct:source,dct:creator,dct:publisher,dct:isPartOf,dct:references,karstlink:relatedToUndergoundCavity,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
81,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la Cueva del Drach (Grotte du Dragon) dans l'île Majorque,,FR,FR,1897,,,http://gallica.bnf.fr/ark:/12148/bpt6k3080s.image.f1385,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
82,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la contamination de la source de Sauve (Gard),,FR,FR,1897,,,http://gallica.bnf.fr/ark:/12148/bpt6k30813.image.f897,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
83,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,La foiba de Pisino (Istrie),,FR,FR,1897,,,http://cnum.cnam.fr/CGI/fpage.cgi?4KY28.49/350/100/536/5/420,Édouard-Alfred Martel,"La Nature, Revue des Sciences",,,,,,,
84,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Bibliographie Spleleologique: 1895-1897,,FR,FR,1897,,,,Édouard-Alfred Martel,"Mémoires de la Société de Spéléologie, Paris",,,,,,,
85,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Bibliographie,,FR,FR,1897,,,https://gallica.bnf.fr/ark:/12148/bpt6k1456058/f215.image,Édouard-Alfred Martel,"Spelunca, Bulletin de la Société de spéléologie, Paris",,,,,,,
86,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,British Caves and Speleology,,FR,FR,1897,,,https://archive.org/details/b22473075/page/500,Édouard-Alfred Martel,The Geographical Journal,,,,,,,
87,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'aven Armand (Lozère) (profondeur 207 m),,FR,FR,1897,,,http://gallica.bnf.fr/ark:/12148/bpt6k30813.image.f622,André Viré|Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
88,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Exploraciones subterráneas en Baleares y Cataluña,,FR,FR,1898,,,http://bdh.bne.es/bnesearch/detalle/bdh0000049136,Édouard-Alfred Martel,Boletín de la Comisión del Mapa Geologico de España,,,,,,,
89,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'éboulement de Saint-Pierre-de-Livron et les inflltrations des plateaux de tuf,,FR,FR,1898,,,https://gallica.bnf.fr/ark:/12148/bpt6k3082d/f1371,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
90,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Nouvelles observations dans la grotte et la rivière de Han-sur-Lesse (Belgique),,FR,FR,1898,,,https://gallica.bnf.fr/ark:/12148/bpt6k3083q/f643,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
91,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"Speleology, or cave exploration",,FR,FR,1898,,,https://books.google.it/books?id=sCUDAAAAMBAJ&lpg=PA259,Édouard-Alfred Martel,"The popular science monthly, New York",,,,,,,
92,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur les avens de Sauve (Gard) et la forme des réservoirs des sources en terrains calcaires,,FR,FR,1898,,,https://gallica.bnf.fr/ark:/12148/bpt6k3082d/f290,André Viré|Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
93,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"Sur de nouvelles recherches souterraines en Dévoluy (Hautes-Alpes) et sur le plus profond puits naturel connu (chourun Martin, 310 m)",,FR,FR,1899,,,https://gallica.bnf.fr/ark:/12148/bpt6k3085b/f1041,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
94,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur de nouvelles constatations dans la rivière souterraine de Padirac,,FR,FR,1900,,,https://gallica.bnf.fr/ark:/12148/bpt6k3087z/f130,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
95,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Bibliographie,,FR,FR,1900,,,https://gallica.bnf.fr/ark:/12148/bpt6k145608d/f76.item,Édouard-Alfred Martel,"Spelunca, Bulletin de la Société de spéléologie, Paris",,,,,,,
96,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Cavernes de la région des Causses,,FR,FR,1901,,,https://gallica.bnf.fr/ark:/12148/bpt6k6245863m/f103,Édouard-Alfred Martel,"Compte rendu VIII Congrès Géologique International, Paris 1900",,,,,,,
97,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur les récentes explorations souterraines et les progrès de la spéléologie,,FR,FR,1901,,,https://gallica.bnf.fr/ark:/12148/bpt6k6245863m/f415,Édouard-Alfred Martel,"Compte rendu VIII Congrès Géologique International, Paris 1900",,,,,,,
98,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Compte-rendu de l’excursion des Causses,,FR,FR,1901,,,https://gallica.bnf.fr/ark:/12148/bpt6k6227696c/f329,Édouard-Alfred Martel,"Compte rendu VIII Congrès Géologique International, Paris 1900",,,,,,,
99,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur de nouvelles constatations relatives à la contamination des résurgences (sources vauclusiennes) des terrains calcaires en France,,FR,FR,1901,,,https://gallica.bnf.fr/ark:/12148/bpt6k3089k/f1261,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
100,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,La Caverne de Trépail (Marne) et les rivières souterraines de la craie,,FR,FR,1902,,,,Édouard-Alfred Martel,Bulletin des services de la Carte géologique de la France et des topographies souterraines,,,,,,,
101,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l’origine et l'âge de la Fontaine de Vaucluse,,FR,FR,1902,,,https://gallica.bnf.fr/ark:/12148/bpt6k30902/f256,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
102,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la rivière souterraine de Trépail (Marne),,FR,FR,1902,,,https://gallica.bnf.fr/ark:/12148/bpt6k30902/f1457,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
103,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la caverne du Höll-Loch (Trou d’Enfer) et la Schleichende Brunnen (Source rampante) (Suisse),,FR,FR,1902,,,https://gallica.bnf.fr/ark:/12148/bpt6k64435428/f311,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
104,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur le fonctionnement et l’alimentation de la fontaine de Vaucluse,,FR,FR,1902,,,https://gallica.bnf.fr/ark:/12148/bpt6k64435428/f821,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
105,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l’origine des lapiaz et leur relation avec les abîmes et l'hydrologie souterraine des calcaires,,FR,FR,1902,,,https://gallica.bnf.fr/ark:/12148/bpt6k64435428/f1144,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
106,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'enfouissement des eaux souterraines et la disparition des sources,,FR,FR,1903,,,https://gallica.bnf.fr/ark:/12148/bpt6k3091c/f572,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
107,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la grotte de Font de Gaume (Dordogne) et l'âge du creusement des cavernes,,FR,FR,1903,,,https://gallica.bnf.fr/ark:/12148/bpt6k3091c/f1491,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
108,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'application de la fluorescéine à l'hydrologie souterraine,,FR,FR,1903,,,https://gallica.bnf.fr/ark:/12148/bpt6k6262249w/f73,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
109,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la géologie et l'hydrologie souterraine dü Caucase occidental,,FR,FR,1903,,,https://gallica.bnf.fr/ark:/12148/bpt6k62622709/f65,Alexandre Yermoloff|Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
110,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur le gouffre-tunnel d'Oupliz-Tsiké (Transcaucasie),,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k3092p/f548,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
111,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la source sulfureuse de Matsesta (Transcaucasie) et la relation des cavernes avec les sources thermo-minérales,,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k3092p/f1061,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
112,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l’Oucane de Chabrières (Hautes-Alpes) et l’origine des lapiaz,,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k30930/f434,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
113,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur le gouffre du Trou-de-Souci (Côte-d’Or),,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k30930/f690,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
114,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la résurgence de Wells (Angleterre) et la chronométrie de l'érosion souterraine,,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k30930/f1051,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
115,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'application de la thermométrie au captage des eaux d'alimentation,,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k30949/f643,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
116,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la formation de la grotte de Rochefort (Belgique) et sur la théorie des effondrements,,FR,FR,1904,,,https://gallica.bnf.fr/ark:/12148/bpt6k30949/f1761,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
117,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Un gouffre profond de 460 mètres,,FR,FR,1905,,,http://cnum.cnam.fr/CGI/fpage.cgi?4KY28.64/98/90/536/6/420,Édouard-Alfred Martel,"La Nature, revue des sciences, Paris",,,,,,,
118,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur une nouvelle exploration du gouffre du Trou-de-Souci (Côte-d’Or),,FR,FR,1905,,,https://gallica.bnf.fr/ark:/12148/bpt6k3095m/f1053,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
119,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Scientific exploration of caves,,FR,FR,1905,,,https://babel.hathitrust.org/cgi/pt?id=uc1.b3990615,Édouard-Alfred Martel,"Report of the eight geographic congress held in the United States in 1904, Washington",,,,,,,
120,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Étude sur la source de Fontaine-l'Évêque (Var),,FR,FR,1905,,,https://gallica.bnf.fr/ark:/12148/bpt6k63664106,Édouard-Alfred Martel|Max Le Couppey de La Forest,Annales de l'hydraulique agricoles,,,,,,,
121,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur Fontaine-l'Évêque et les abîmes du Plan de Canjuers (Var),,FR,FR,1905,,,https://gallica.bnf.fr/ark:/12148/bpt6k3095m/f1053,Édouard-Alfred Martel|Max Le Couppey de La Forest,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
122,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Étude complémentaire sur Fontaine-l'Évêque,,FR,FR,1905,,,,Édouard-Alfred Martel,Annales de l'hydraulique agricoles,,,,,,,
123,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"Sur le grand cañon du Verdon (Basses-Alpes), son âge et sa formation",,FR,FR,1906,,,https://gallica.bnf.fr/ark:/12148/bpt6k3096x/f605,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
124,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la rapidité de l'érosion torrentielle,,FR,FR,1906,,,https://gallica.bnf.fr/ark:/12148/bpt6k3096x/f1447,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
125,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur le défaut d'étanchéité des zones imperméables dans les sous-sols calcaires,,FR,FR,1906,,,https://gallica.bnf.fr/ark:/12148/bpt6k30977/f472,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
126,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"I. Réflexions sur Altamira, l'âge des gravures et peintures des cavernes. II. L'Oxydation des squelettes préhistoriques. III. Les Dolmens taillés du Caucase occidental",,FR,FR,1906,,,http://www.prehistoire.org/offres/file_inline_src/515/515_pj_141216_065119.pdf#page=116,Édouard-Alfred Martel,"Premier Congrès Préhistorique de France, 1905",,,,,,,
127,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,L'Oxydation des squelettes préhistoriques,,FR,FR,1906,,,http://www.prehistoire.org/offres/file_inline_src/515/515_pj_141216_065119.pdf#page=211,Édouard-Alfred Martel,"Premier Congrès Préhistorique de France, 1905",,,,,,,
128,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Les Dolmens taillés du Caucase occidental,,FR,FR,1906,,,http://www.prehistoire.org/offres/file_inline_src/515/515_pj_141216_065119.pdf#page=269,Édouard-Alfred Martel,"Premier Congrès Préhistorique de France, 1905",,,,,,,
129,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur Les Abannets de Nismes (Belgique),,FR,FR,1906,,,https://www.biodiversitylibrary.org/item/159302#page/513,Ernest Van-den-Broek|Édouard-Alfred Martel,"Bulletin de la Société belge de géologie, de paléontologie et d'hydrologie, Traductions et reproductions",,,,,,,
130,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"SPÉLÉOLOGIE. - Sur les abimes des Abannets, de Nismes (Belgique)",,FR,FR,1906,,,https://gallica.bnf.fr/ark:/12148/bpt6k3096x/f1116,Ernest Van-den-Broek|Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
131,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Rapport sur un projet d'utilisation de la source sous-marine de Port-Miou (Bouches-du-Rhône),,FR,FR,1907,,,,Édouard-Alfred Martel,Annales de l'hydraulique agricole,,,,,,,
132,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Rapport sur les eaux souterraines des Alpines (Bouches-du-Rhône),,FR,FR,1907,,,,Édouard-Alfred Martel,Annales de l'hydraulique agricole,,,,,,,
133,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur les Crues de Provence et sur les irrégularités des Courbes d'équilibre des courses d’eau,,FR,FR,1907,,,https://gallica.bnf.fr/ark:/12148/bpt6k3098j/f533,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
134,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur les gouffres de la mer elle volcanisme,,FR,FR,1907,,,https://gallica.bnf.fr/ark:/12148/bpt6k3098j/f1468,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
135,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur le gouffre des Corbeaux et la Fontestorbes (Ariége),,FR,FR,1907,,,https://gallica.bnf.fr/ark:/12148/bpt6k3099v/f213,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
136,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"Sur les eaux souterraines, abîmes et cañons du pays basque",,FR,FR,1907,,,https://gallica.bnf.fr/ark:/12148/bpt6k3099v/f516,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
137,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Captage et protection hygiénique des eaux d’alimentation,,FR,FR,1907,,,,Édouard-Alfred Martel|H. Thierry,Annales de l'hydraulique agricole,,,,,,,
138,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Rapport sur l'exploration souterraine hydrologique des Pyrénées en 1908,,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k63664084,Édouard-Alfred Martel,Annales de l'hydraulique agricole,,,,,,,
139,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur les variations de température de la source de la Sainte-Baume (Var),,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k3100t/f795,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
140,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l'origine torrentielle des roches ruiniformes calcaires,,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k3100t/f1352,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
141,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur l’érosion des grés de Fontainebleau,,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k31014/f721,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
142,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la rivière souterraine de La Grange (Ariège).,,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k31014/f882,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
143,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,Sur la prétendue source sous-marine de Port-Miou (Bouches-du-Rhône).,,FR,FR,1908,,,https://gallica.bnf.fr/ark:/12148/bpt6k31014/f1436,Édouard-Alfred Martel,"Comptes rendus hebdomadaires des séances de l'Académie des sciences, Paris",,,,,,,
144,dct:BibliographicResource,Graziano W. Ferrari,CC-BY-SA,2020-12-27,2020-12-27,http://www.gwferrari.it/RivisteSpeleo/BiblioMartel/BiblioMartel.html,Text,"Rapport sur l'exploration souterraine des Pyrénées, 2° mission",,FR,FR,1909,,,,Édouard-Alfred Martel,Annales de l'hydraulique agricole,,,,,,,
