id,rdf:type,dct:rights/cc:attributionName,dct:rights/karstlink:licenseType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,foaf:mbox,foaf:homepage,schema:streetAddress,schema:postalCode,schema:addressLocality,schema:addressCountry,foaf:member ,w3geo:lat,w3geo:lon,karstlink:visited,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description,
1,foaf:Organization,Frédéric Urien,CC-BY,2020-11-11,2020-11-11,https://ontology.uis-speleo.org/example/#Fédération_Française_de_Spéléologie,Fédération Française de Spéléologie,https://medias.ffspeleo.fr/courriel/secretariat/,https://ffspeleo.fr/ ,28 rue Delandine,69002,LYON,FR,,45.7449798 ,4.825638799999979 ,,Frédéric Urien ,FR,Présentation , ,La Fédération Française de Spéléologie a été créée en 1963. Reconnue par le Ministère chargé des sports pour l’organisation des activités liées à la spéléologie en France.
