id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenseType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,dwc:recordedBy,dwc:eventDate,dwc:identifiedBy,dwc:dateIdentified,dwc:individualCount,dwc:associatedTaxa,karstlink:relatedToUndergroundCavity,dct:spatial
1,dwc :Occurrence,Frédéric Urien,http://dbpedia.org/resource/CC_BY,2020-11-24,2020-11-24,https://ontology.uis-speleo.org/example/#A12y2016,A12y2016,https://ontology.uis-speleo.org/example/#Bernard_Lips,07/10/19,https://ontology.uis-speleo.org/example/#Josiane_Lips,2019-07-14,2,https://species.wikimedia.org/wiki/Barbastella_barbastellus,,https://ontology.uis-speleo.org/example/#V4
