id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenseType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,karstlink:documentType,rdfs:label,dct:subject,dc:language,gn:countryCode,dct:date,dct:format,dct:identifier,dct:source,dct:creator,dct:publisher,dct:isPartOf,dct:references,karstlink:relatedToUndergroundCavity,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
1,dct :BibliographicResource,Frédéric Urien,https://ontology.uis-speleo.org/ontology/#CC-BY,2020-10-23,2020-10-23,https://ontology.uis-speleo.org/example/#Echo_des_Vulcains_67,http://id.loc.gov/vocabulary/marcgt/jou,Echo des Vulcains n°67,,FR,FR,2010-03-01,application/pdf,,https://www.groupe-speleo-vulcain.com/echo_des_vulcains/download.php?fichier=EV67.pdf,,https://ontology.uis-speleo.org/example/#Vulcains,https://ontology.uis-speleo.org/example/#Echo_des_Vulcains,https://ontology.uis-speleo.org/example/#Système_Karstique_du_Folly |  https://ontology.uis-speleo.org/example/#Entr%C3%A9e_V4,https://ontology.uis-speleo.org/example/#Echo_des_Vulcains #Gouffre_Jean_Bernard,Frédéric Urien ,EN,Read the firt november 2020 for Karstlink example ,Very interesting
