id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenseType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,karstlink:pointType,w3geo:latitude,w3geo:longitude ,w3geo:altitude ,dwc:coordonatePrecision ,karstlink:relatedToUndergroundCavity,karstlink:hasAccessDocument/dct:creator,karstlink:hasAccessDocument/dc:language,karstlink:hasAccessDocument/dct:title,karstlink:hasAccessDocument/dct:description,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
1,w3geo:Point,Frédéric Urien,http://dbpedia.org/resource/CC_BY,2020-11-24,2020-11-24,https://ontology.uis-speleo.org/example/#Système_Karstique_du_Folly,Système Karstique du Folly ,https://ontology.uis-speleo.org/ontology/#entry,46.10222,6.77962 ,1625,5,https://ontology.uis-speleo.org/example/#V4,,,,,,,,
