id,rdf:type,dct:rights/cc:attributionName,dct:rights/karstlink:licenceType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,karstlink:areaType,schema:polygon,karstlink:relatedToUndergroundCavity,karstlink:hasAccessDocument/dct:creator,karstlink:hasAccessDocument/dc:language,karstlink:hasAccessDocument/dct:title,karstlink:hasAccessDocument/dct:description,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
1,karstlink:Area,Frédéric Urien,http://dbpedia.org/resource/CC_BY,2020-11-24,2020-11-24,https://ontology.uis-speleo.org/example/#Système_Karstique_du_Folly,Système Karstique du Folly ,http://www.geonames.org/ontology/documentation.html#T.KRST,"46.101384, 6.754327 46.131629, 6.814437 46.125330, 6.810705 46.102908, 6.816373 46.083045, 6.736484",https://ontology.uis-speleo.org/example/#V4 | https://ontology.uis-speleo.org/example/#Gouffre_Jean_Bernard,,,,,,,,
