id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenceType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,karstlink:documentType,rdfs:label,dct:subject,dc:langage,gn:countryCode,dct:date,dct:format,dct:identifier,dct:source,dct:creator,dct:publisher,dct:isPartOf,dct:references,karstlink:relatedToUndergoundCavity,karstlink:hasAccessDocument/dct:creator,karstlink:hasAccessDocument/dc:language,karstlink:hasAccessDocument/dct:title,karstlink:hasAccessDocument/dct:description,
110530,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Diving Group Newsletter,,,GB,,,,,,Cave Diving Group,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.ΩNo 5 (1967)->ΩNotés «New Series» du No. 14 au No. 76,
111518,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Exploration Group South Australia [CEGSA] annual report,,,AT,,,,,,Cave Exploration Group South Australia [CEGSA],,,,SSS Société Suisse de Spéléologie,FR,,Annuel.Ω1991->,
110692,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Exploration Group South Australia [CEGSA] newsletter,,,AT,,,,,,Cave Exploration Group South Australia [CEGSA],,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩVol. 36, no 3 (September 1991) -Vol. 40, no 4 (November 1995).ΩDevient: CEGSA News : newsletter of the Cave Exploration Group of South Australia, AUS 014.0",
111156,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave geology,,,US,,,,,,cave geology,,,,SSS Société Suisse de Spéléologie,FR,,"Irrégulier.ΩVol. 1, No 1 (1975) ->",
111128,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave lights : Bulletin of Great Basin grotto,,,US,,,,,,Great Basin grotto,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.Ω18 (1976) - 28 (1978).,
111327,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave reports Series / Association for Mexican Cave Studies,,,US,,,,,,Association for Mexican Cave Studies : Speleo Press,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.Ω1 (1972).,
111423,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Research Foundation : address list,,,US,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,annuel. 1971 ->,
111254,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Research Foundation : annual report,,,US,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.,
111422,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Research Foundation personnel manual,,,US,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,"Irrégulier. 1967, 1975, 1981.",
111476,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave science : the transactions / of the British Cave Research Association,,,GB,,,,,,British Cave Research Association,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel, puis quadrimestriel.ΩVol. 9, Nr 1 (February 1982)-Vol. 20, Nr 3 (December 1993)ΩFait suite à : Transactions of the British Cave Research Association, GB 016.2ΩDevient : Cave and Karst Science : the transactions of the British Cave Research Association, GB 016.22ΩCombined Indexes Volume II, March 1999 : Index to the Journal and Proceedings of the British Speleological Association, 1937 to 1938 and 1947 to 1973 ; Index to the Journal of the William Pengelly Cave Studies Trust, 1964 to 1995.",
111215,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cave Science / British Speleological Association,,,GB,,,,,,British Speleological Association,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel, puis Semestriel.ΩVol. 1, No. 1, June 1947-Vol. 5, No. 40, October 1966.ΩIncomplet, Manquent Vol. 3, No. 22, 23 et 24 (195X) et vol. 5, No. 34 (1963) et No. 35 (1964)ΩDevient : Journal of the British Speleological Association, GB 052.1Ω",
110370,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cavernas : boletin de información / del Grupo de espeleologia de Badalona,,,ES,,,,,,Centro excursionista,,,,SSS Société Suisse de Spéléologie,FR,,"Irrégulier.ΩNo 1 (diciembre 1963) - no 22 (1990).ΩDevient : Cavernes / Grup d'espeleologia de Badalona, Cor de Marina.",
110287,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cavernes : bulletin / du Spéléo-Club des Montagnes neuchâteloises [puis des sections neuchâteloises] de la Société suisse de spéléologie,,,CH,,,,,,Spéléo-Club des Montagnes neuchâteloises,,,,SSS Société Suisse de Spéléologie,FR,,"Irrégulier.Ω1ère année, no 1 (octobre 1957)->ΩIndex 1957 - 1976 relié avec le volume 1976 - 1978.ΩIndex 1977 - 1999 dans le N°2, déc. 1999.",
110542,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cavernes / Grup d'espeleologia de Badalona,,,ES,,,,,,Grup d'espeleologia de Badalona,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.ΩNo 23 (1991).ΩFait suite à : Cavernas : boletin de información / del Grupo de espeleologia de Badalona.,
110517,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caves and caving : the bulletin / of the British Cave Research Association,,,GB,,,,,,British Cave Research Association,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩNr 1 (August 1978)-Nr 92 (2002). Manque No. 74 (Winter 1996)ΩFait suite à : Bulletin of the British Cave Research Association, GB 016.3ΩDevient : Speleology, GB 043.",
111478,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caves and caving / British Speleological Association,,,GB,,,,,,British Speleological Association,,,,SSS Société Suisse de Spéléologie,FR,,"Vol. 1, No. 1, June 1937ΩSeul fascicule que nous ayons, précurseur d'autres publications, mais détails inconnus.",
111226,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caves and Karst : research in speleology,,,US,,,,,,Cave research associates,,,,SSS Société Suisse de Spéléologie,FR,,"Bimestriel.ΩVol. 9, No 1 (1967) - Vol. 15, No 3 (1973).ΩFait suite à : Caves notes.",
111012,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caves Australia : the journal of the Australian Speleological Federation,,,AT,,,,,,Australian Speleological Federation,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.ΩN° 163 ->ΩFait suite à Australian caver : the Australian speleological quarterly,
111114,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caves notes,,,US,,,,,,Cave research associates,,,,SSS Société Suisse de Spéléologie,FR,,"Bimestriel.ΩVol. 1, No 1 (1959) - Vol. 8, No 6 (1966).ΩDevient : Cave and Karst",
110667,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caving : Journal / of the Speleological Society of Korea,,,KO,,,,,,Speleological Society of Korea,,,,SSS Société Suisse de Spéléologie,FR,,"Vol. 4, no 5 (December 1979).ΩFait suite à : Journal / of the Speleological Society of Korea.ΩDevient : Cave : journal of the Speleological Society of Korea.",
111479,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caving Bulletin / Mendip Nature Research Committee [MNRC],,,GB,,,,,,Mendip Nature Research Committee,,,,SSS Société Suisse de Spéléologie,FR,,,
111129,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caving in the Rockies : bulletin of the Colorado Grotto of the NSS,,,US,,,,,,Colorado Grotto,,,,SSS Société Suisse de Spéléologie,FR,,"Bimensuel.ΩVol. 18, No 1 (1976) - Vol. 18, No 4 (1976).Ω",
110366,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caving international magazine,,,CA,,,,,,Caving international magazine,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.ΩNo 1 (October 1978) - no 14 (January 1982).,
111011,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Caving international magazine,,,CA,,,,,,Caving international magazine,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.ΩNo. 1 (October 1978)- No. 14 (January 1982).,
111371,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,CDS : bulletin d'informations / Comité Départemental de Spéléologie du Rhône,,,FR,,,,,, Comité Départemental de Spéléologie du Rhône,,,,SSS Société Suisse de Spéléologie,FR,,N° 5 [1966],
110645,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,"CDS 91, L'eau courante :  Feuille d'Infos des spéléos de l'Essonne",,,FR,,,,,,CDS 91 [Essonne],,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.ΩNo 35 (mai 1994) ->,
110072,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,CDS info : feuille de liaison du Comité départemental de spéléologie du Jura,,,FR,,,,,,Comité départemental de spéléologie du Jura,,,,SSS Société Suisse de Spéléologie,FR,,Bimestriel.ΩNo 1 (janvier 1972) ->ΩLes numéros 1 à 64 sont des photocopies des originaux.,
111292,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,CDS info 25 : bulletin du Comité Départemental de Spéléologie du Doubs,,,FR,,,,,,Commission Publication Info-CDS 25,,,,SSS Société Suisse de Spéléologie,FR,,44 (1999) ->,
111519,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,CEGSA News : newsletter of the Cave Exploration Group of South Australia,,,AT,,,,,,Cave Exploration Group South Australia [CEGSA],,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩVol. 41, No 1, Issue 161 (February 1996)-ΩFait suite à: Cave Exploration Group South Australia newsletter, AUS 014",
110966,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cercetari speologice = Recherches spéléologiques = Speleological researchs,,,RO,,,,,,Clubul National de Turism pentru Tineret = Le Club National de Turisme pour la jeunesse,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.ΩVol. 2 (1994) ->,
110760,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Ceskoslovensky Kras,,,CS,,,,,,Cesky speleologicky klub,,,,SSS Société Suisse de Spéléologie,FR,,"10 fois par année.ΩVol. 1, 1/2 (1948) - 1955/1956.ΩDevient : Ceskoslovensky Kras / Ceskoslovenska Akademie véd.",
110761,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Ceskoslovensky Kras,,,CS,,,,,,Ceskoslovenska Akademie véd.,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.Ω1 (1957) ->ΩFait suite à : Ceskoslovensky Kras / Cesky speleologicky klub.,
110958,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cesky kras,,,CS,,,,,,Okresni Muzeum,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.ΩI (1976) ->,
110519,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Chelsea speleological society newsletter,,,GB,,,,,,Speleological Society,,,,SSS Société Suisse de Spéléologie,FR,,"Mensuel.ΩVol. 20, No 3 (December 1977) ->",
110227,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,"Chronique d'Hydrogéologie : bulletin du Bureau de recherches géologiques et minières, première série",,,FR,,,,,,Bureau de recherches géologiques et minières,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩNo 3 (1963).ΩDevient Hydrogéologie : bulletin du Bureau de recherches géologiques et minières, première série, section III.",
110954,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Chronmy przyrode ojczysta : organ panstwowej rady ochrony przyrody,,,PL,,,,,,Panstwowe Wydawnictwo Naukowe,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.Ω5 (1975) - 4 (1977).,
111211,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Ciauca / Speleo Club TRI.MA,,,IT,,,,,,Speleo Club TRI.MA,,,,SSS Société Suisse de Spéléologie,FR,,N° 1 (1979)-N° 6 (1984).ΩLe n. 1 s'appelle «Ciauche».ΩPhotocopies.,
111102,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,"CIDRAS : périodique / du Centre d'information et de documentation en alpinisme, randonnée, spéléologie et ski",,,BE,,,,,,CIDRAS,,,,SSS Société Suisse de Spéléologie,FR,,"Irrégulier.ΩNo 9 (déc.1982), No 12 (mars 1983), No 15 (sept. 1983).",
110592,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Ciencia al Dia : Noticiero de Divulgación cientificó y tecnica,,,YV,,,,,,Sociedad venezolana de ciencias naturales,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩAño 12, N° 3 (julio-septiembre 1973) - Año 14, N° 1 (enero-marzo 1975).",
110560,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Ciencias de la tierra y del espacio,,,CU,,,,,,Academia de ciencias de Cuba,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.ΩNo 2 (1980) - no 9 (1984).,
111432,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cija de Teruel : revista del Centro de Estudios Espeleológicos Turolenses,,,ES,,,,,,Centro de Estudios Espeleológicos turolenses,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.,
110249,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Circulaire d'information / Commission permanente d'étude et de protection des eaux souterraines et des cavernes,,,FR,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,No 1 (avril 1981). Incomplet.ΩDevient : Karst & Environnement souterrain.,
110714,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Circulaire d'information = Newsletter = Informationsrundschreiben / Département de l'enseignement spéléologique = Department of speleological education = Departement für speläologische Schulung,,,,,,,,,Union Internationale de Spéléologie,,,,SSS Société Suisse de Spéléologie,FR,,No 1 (1983) - No 2 (1983).,
111326,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Circular / working group on cave and karst IUCN / WCPA,,,AT,,,,,,working group on cave and karst,,,,SSS Société Suisse de Spéléologie,FR,,Circular ≠8 (june 1977) ->,
111066,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Clair obscur : bulletin de la Société spéléologique de Wallonie,,,BE,,,,,,Société spéléologique de Wallonie,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.ΩN° (1967)-No 45 (1985) = index de Clair Obscur.ΩDevient : Regards (B 033).,
111130,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cleve-O-Grotto news: newsletter of Cleveland grotto,,,US,,,,,,Cleveland grotto,,,,SSS Société Suisse de Spéléologie,FR,,"Irregulier.Ω22, No 1 (1976) - 22, No 8 (1976).Ω",
111400,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Click,,,US,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,N° 5 (April 2007),
110371,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Club montañes Barcelones = Club muntanyenc Barcelonès : circular per als socis,,,ES,,,,,,Club muntañes barcelones,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel, puis semestriel.ΩOctubre-diciembre (1966) - gener-desembre (1982).",
111131,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,COG squeaks : bulletin of Central Ohio grotto,,,US,,,,,,Central Ohio grotto,,,,SSS Société Suisse de Spéléologie,FR,,"Mensuel.ΩVol. 19, No 2 (1976) - Vol. 20, No 4 (1977).",
111523,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Collection EDYTEM,,,FR,,,,,,Université de Savoie – Laboratoire EDYTEM,,,,SSS Société Suisse de Spéléologie,FR,,Numéros isolés rangés en monographies.ΩSérie pour bulletinage uniquement.,
111107,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,"Collections : spéléologie, alpinisme, explorations",,,Belgique : périodique,,,,,,Collections,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.ΩNo 1 (juin 1983)-,
110707,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Collections archives et documents / Comité départemental de spéléologie de l'Isère,,,FR,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,No 2 (1994) ->ΩOuvrages rangés en monographies.,
110679,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Communications / Sydney Speleological Society,,,AT,,,,,,Sydney speleological society,,,,SSS Société Suisse de Spéléologie,FR,,"Mensuel. Incomplet.ΩDevient: Stop Press, AUS 006",
110999,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Compte rendu d'activités / de la Commission des Relations et Expéditions Internationales [de la] Fédération Française de Spéléologie,,,FR,,,,,,Commission des Relations et Expéditions Internationales [CREI],,,,SSS Société Suisse de Spéléologie,FR,,Annuel.ΩNo 1 (1992) ->,
110076,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Compte-rendu d'activité / Groupe spéléologique et archéologique de Mandeure,,,FR,,,,,,Groupe spéléologique et archéologique,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.Ω[no 1] (1979) - No 6 (1984).ΩDevient : l'Escarpolette.,
111538,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Compte-rendu des activités / Aven Club Valettois,,,FR,,,,,,Aven Club Valettois,,,,SSS Société Suisse de Spéléologie,FR,,Incomplet,
110075,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Compte-rendu des activités / Spéléo-Club de Villeurbanne,,,FR,,,,,,Spéléo-Club,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel, puis annuel.ΩNo 1 (1964) ->",
110384,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Comunicaciones sobre el carst en la provincia de Murcia,,,ES,,,,,,Servicio de exploraciones e investigaciones subterraneas de la excelentisima diputación provincial,,,,SSS Société Suisse de Spéléologie,FR,,No 1 (1972/73) - No 2 (1974/76).,
111388,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Conexão Subterrãnea : Boletim Redespeleo,,,BR,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,"Mensuel.ΩNúmero 46, 31 de janeiro de 2007 ->",
111406,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Contacts : info - newsletter AIPS-ISHA,,,Belgique : périodique,,,,,,Association Internationale pour le patrimoine Souterrain,,,,SSS Société Suisse de Spéléologie,FR,,"Bimensuel.ΩNov.-déc. 1995, n° 2.",
111110,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Contacts CTS : Revue du Cercle de Topographie Souterraine,,,BE,,,,,,Cercle de Topographie Souterraine,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel.ΩNo 8 (4ème trim. 1996) ->,
111279,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Continua … ! : notiziario del gruppo Grotte Cagliari,,,IT,,,,,,Gruppo Grotte Cagliari,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.,
111258,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Contributii la Cunoasterea carstului = Contributions to Karst's knowledge,,,RO,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,Volumul I (1993).,
111463,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Craven Pothole Club Record,,,GB,,,,,,Craven Pothole Club,,,,SSS Société Suisse de Spéléologie,FR,,Trimestriel. Incomplet.Ω112 (2013)Ω,
111132,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Crawlway courier : bulletin of Little Egypt student grotto,,,US,,,,,,bulletin of Little Egypt student grotto,,,,SSS Société Suisse de Spéléologie,FR,,"Vol. 9, No 1 (1975).",
111265,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,CRF Newsletter,,,US,,,,,,Cave research Foundation,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel.ΩOctober 1975 - vol. 23, No 4 (1995). Incomplet.",
110387,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cryptae aliae : attività e ricerche dello Speleo Club Cryptae Aliae,,,IT,,,,,,Speleo Club Cryptae Aliae,,,,SSS Société Suisse de Spéléologie,FR,,,
110372,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cuadernos de espeleología,,,ES,,,,,,Museo de prehistoria y arqueologia,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.ΩNo 1 (1965) - no 9/10 (1982).,
110603,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cuadernos de Prehistoria y arqueologia de la Universidad de Granada,,,ES,,,,,,universidad,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.Ω11 (1986) ->,
110400,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cuadernos geograficos de la Universidad de Granada :  serie monografica,,,ES,,,,,,Universidad,,,,SSS Société Suisse de Spéléologie,FR,,No 1 (1975) ->,
110373,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cuadernos valencianos de espeleologia,,,ES,,,,,,Grupo espeleologico Vilanova y Piera,,,,SSS Société Suisse de Spéléologie,FR,,1 (1961).,
111307,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Cubía,,,ES,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,"N° 1, Septiembre 1999 ->",
110317,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Current titles in Speleology,,,GB,,,,,, London : British Cave Reserch Association,,,,SSS Société Suisse de Spéléologie,FR,,Annuel.Ω1 (1969) -> 23 (1990).ΩVolumes rangés en monographies.ΩDevient : Speleological abstracts.,
110336,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,D'Höhleperle : Informationsblatt / der AGS [Arbeitsgemeinschaft für Speläologie Liestal,,,CH,,,,,,Arbeitsgemeinschaft für Speläologie,,,,SSS Société Suisse de Spéléologie,FR,,"Trimestriel, puis irrégulier.Ω1. Jahrgang, Nr 1 (1979) - >",
110079,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,Dans le fond : bulletin /du Spéléo-club archéologique de Bourgogne,,,FR,,,,,,Spéléo-club archéologique de Bourgogne,,,,SSS Société Suisse de Spéléologie,FR,,Irrégulier.ΩNo 4 (octobre 1964) - No 6 (mars 1965).,
111115,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,DC Speleograph : bulletin of the district of Columbia grotto,,,US,,,,,,,,,,SSS Société Suisse de Spéléologie,FR,,"Mensuel (sauf 1971, trimestriel).Ω20 (1964) ->",
110876,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,De profundis : notiziario del Gruppo Speleologico Valseriana,,,IT,,,,,,Gruppo Speleologico Valseriana,,,,SSS Société Suisse de Spéléologie,FR,,1980/1981->ΩFait suite à : Notiziario del Gruppo Speleologico Valseriana (I 063).Ω,
110289,dct :BibliographicResource,Bibliothèque de la Société Suisse de Spéléologie,CC-BY-SA,,,https://www.ssslib.ch,Collection,"Dédales : organe / de la Commission de spéléologie et d'archéologie du Club Jurassien, section Pouillerel",,,CH,,,,,,Dédales,,,,SSS Société Suisse de Spéléologie,FR,,Semestriel.ΩNo 1 (printemps 1962) - no 10 (automne 1966).Ωmanque n° 11 (1967)  et 12 (1968),
