id,rdf:type ,dct:rights/cc:attributionName,dct:rights/karstlink:licenceType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,karstlink:documentType,rdfs:label,dct:subject,dc:langage,gn:countryCode,dct:date,dct:format,dct:identifier,dct:source,dct:creator,dct:publisher,dct:isPartOf,dct:references,karstlink:relatedToUndergoundCavity,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
1,dct :BibliographicResource,Frédéric Urien,https://ontology.uis-speleo.org/ontology/#CC-BY,2020-10-23,2020-10-23,https://ontology.uis-speleo.org/example/#Prospection,http://id.loc.gov/vocabulary/marcgt/art,Prospection,https://ontology.uis-speleo.org/ontology/#regionalSpeleologyAndKarstology,FR,FR,2010-03-01,application/pdf,,https://www.groupe-speleo-vulcain.com/publications/echo-des-vulcains/ ,https://ontology.uis-speleo.org/example/#Bernard_Lips,https://ontology.uis-speleo.org/example/#Vulcains,https://ontology.uis-speleo.org/example/#Echo_des_Vulcains_67,https://ontology.uis-speleo.org/example/#Système_Karstique_du_Folly |  https://ontology.uis-speleo.org/example/#Entr%C3%A9e_V4,https://ontology.uis-speleo.org/example/#Gouffre_Jean_Bernard,Frédéric Urien ,EN,article read the firt november 2020 for Karstlink example,Summary of the prospecting work carried out during the 2009 camp in the Jean Bernard syncline and in the BA LP and LS areas with description and topography of the underground cavities
