Sosa:observedProperty,time:inXSDDateTimeStamp,prefix,qudt:hasUnit,qudt:value,ssn:detects
quantitykind:Temperature,2024-03-12T13:20:00-05:00,,unit:DEG_C,12.6,CHEBI:15377 water
