id,rdf:type,dct:rights/cc:attributionName,dct:rights/karstlink:licenseType,dct:rights/dct:created,dct:rights/dct:modified,dct:rights/cc:attributionURL,rdfs:label,gn:alternateName,schema:containedInPlace,w3geo:latitude ,w3geo:longitude,w3geo:altitude,dwc:coordinatePrecision ,karstlink:length ,karstlink:verticalExtend,karstlink:extendBelowEntrance,karstlink:extendAboveEntrance,gn:countryCode,karstlink:discoveredBy,karstlink:hasAccessDocument/dct:creator,karstlink:hasAccessDocument/dc:language,karstlink:hasAccessDocument/dct:title,karstlink:hasAccessDocument/dct:description,karstlink:hasDescriptionDocument/dct:creator,karstlink:hasDescriptionDocument/dc:language,karstlink:hasDescriptionDocument/dct:title,karstlink:hasDescriptionDocument/dct:description
1,karstlink:UndergroundCavity ,Frédéric Urien,CC-BY,2020-11–11,2020-11-11,https://ontology.uis-speleo.org/example/#Gouffre_Jean_Bernard,Gouffre Jean Bernard ,Jean Bernard (Réseau) ,,46.1030 ,6.78,1600,-1,25819,1625,,,FR,https://ontology.uis-speleo.org/example/#Vulcains,,,,,,,,
